"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"4","1","0","0","38","55.07%"
"1","0","0","0","15","21.74%"
"0","1","0","0","8","11.59%"
"0","0","0","0","1","1.45%"
"0","0","0","0","1","1.45%"
"1","1","0","0","6","8.70%"
"6","3","0","0","69","100.00%"
