"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","2","0","1","67","2.53%"
"0","0","0","0","1",".04%"
"0","0","0","0","2",".08%"
"0","0","0","0","2",".08%"
"1","0","0","0","1",".04%"
"0","0","0","0","2",".08%"
"0","0","0","0","1",".04%"
"52","63","0","0","305","11.51%"
"2","8","0","0","103","3.89%"
"0","0","0","0","2",".08%"
"0","0","0","0","8",".30%"
"7","6","0","0","37","1.40%"
"222","281","1","2","2,649","100.00%"
