"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","2.33%"
"1","4","0","0","22","51.16%"
"0","0","0","0","19","44.19%"
"0","0","0","0","1","2.33%"
"1","4","0","0","43","100.00%"
