"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"46","9","0","0","593","54.25%"
"19","13","0","0","226","20.68%"
"0","0","0","0","2",".18%"
"5","6","0","0","144","13.17%"
"0","3","0","0","10",".91%"
"0","5","0","0","33","3.02%"
"4","9","0","0","85","7.78%"
"74","45","0","0","1,093","100.00%"
