"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","0","0","0","6","1.28%"
"5","4","0","0","187","39.79%"
"0","0","0","0","5","1.06%"
"6","1","0","0","272","57.87%"
"12","5","0","0","470","100.00%"
