"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","39","60.00%"
"0","1","0","0","12","18.46%"
"0","0","0","0","1","1.54%"
"0","0","0","0","5","7.69%"
"0","0","0","0","1","1.54%"
"1","0","0","0","1","1.54%"
"0","0","0","0","6","9.23%"
"1","1","0","0","65","100.00%"
