"FEMALES","","","","",""
"Black","White","Hispanic","Other","Total","Percent"
"32","4","0","0","582","53.15%"
"20","8","0","0","247","22.56%"
"0","0","0","0","6","0.55%"
"1","2","0","0","131","11.96%"
"1","0","0","0","1","0.09%"
"0","0","0","0","7","0.64%"
"0","5","0","0","38","3.47%"
"0","5","0","0","83","7.58%"
"54","24","0","0","1,095","100.00%"
