"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","0","0","0","6","3.06%"
"6","2","0","0","61","31.12%"
"0","0","0","0","1","0.51%"
"0","0","0","0","1","0.51%"
"13","3","0","0","122","62.24%"
"0","1","0","0","5","2.55%"
"20","6","0","0","196","100.00%"
