"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","2.78%"
"0","0","0","0","10","27.78%"
"0","0","0","0","2","5.56%"
"0","0","0","0","2","5.56%"
"0","0","0","0","1","2.78%"
"0","0","0","0","4","11.11%"
"0","0","0","0","3","8.33%"
"0","0","0","0","3","8.33%"
"0","0","0","0","9","25.00%"
"0","0","0","0","1","2.78%"
"0","0","0","0","36","100.00%"
