"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","11","30.56%"
"0","1","0","0","11","30.56%"
"0","0","0","0","1","2.78%"
"0","0","0","0","1","2.78%"
"0","0","0","0","3","8.33%"
"0","0","0","0","1","2.78%"
"0","0","0","0","8","22.22%"
"0","1","0","0","36","100.00%"
