"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","2","0","0","9","56.25%"
"0","0","0","0","7","43.75%"
"0","2","0","0","16","100.00%"
