"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","0","0","0","1","0.87%"
"4","1","0","0","34","29.57%"
"0","0","0","0","1","0.87%"
"0","0","0","0","11","9.57%"
"0","2","0","0","9","7.83%"
"0","0","0","0","3","2.61%"
"0","0","0","0","3","2.61%"
"0","0","0","0","3","2.61%"
"0","0","0","0","2","1.74%"
"1","4","0","0","47","40.87%"
"0","0","0","0","1","0.87%"
"6","7","0","0","115","100.00%"
