"PROBATION STATISTICS","","","","","",""
"BY RACE AND SEX","","","","","",""
"","","% OF","","% OF","",""
"","","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE","MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black","11,065","59.13%","2,587","47.37%","13,652","56.48%"
"White","7,234","38.66%","2,767","50.67%","10,001","41.37%"
"Hispanic","146","0.78%","20","0.37%","166","0.69%"
"Native American","24","0.13%","","0.05%","27","0.11%"
"Asian","47","0.25%","73","0.13%","54","0.22%"
"Data Unavailable","196","1.05%","77","1.41%","273","1.13%"
"TOTAL","18,712","100.00%","5,461","100.00%","24,173","100.00%"
