"PROBATION STATISTICS","","","","","",""
"BY RACE AND SEX","","","","","",""
"","","% OF","","% OF","",""
"","","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE","MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black","11,502","58.48%","2,748","48.63%","14,250","56.28%"
"White","7,659","38.94%","2,766","48.95%","10,425","41.17%"
"Hispanic","177","0.90%","23","0.41%","200","0.79%"
"Native American","31","0.16%","5","0.09%","36","0.14%"
"Asian","52","0.26%","12","0.21%","64","0.25%"
"Data Unavailable","247","1.26%","97","1.72%","344","1.36%"
"TOTAL","19,668","100.00%","5,651","100.00%","25,319","100.00%"
