"PROBATION STATISTICS","","","","","",""
"BY RACE AND SEX","","","","","",""
"","","% OF","","% OF","",""
"","","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE","MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black","11,017","56.84%","2,261","38.32%","13,278","52.52%"
"White","8,047","41.52%","3,552","60.19%","11,599","45.88%"
"Hispanic","152","0.78%","38",".64%","190",".75%"
"Native American","19",".10%","8",".14%","27",".11%"
"Asian","64",".33%","15",".25%","79",".31%"
"Data Unavailable","83",".43%","27",".46%","110",".44%"
"TOTAL","19,382","100.00%","5,901","100.00%","25,283","100.00%"
