"PROBATION STATISTICS","","","","","",""
"BY RACE AND SEX","","","","","",""
"","","% OF","","% OF","",""
"","","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE","MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black","10,598","58.13%","2,234","39.94%","12,832","53.86%"
"White","7,364","40.39%","3,278","58.61%","10,642","44.67%"
"Hispanic","140","0.77%","34",".61%","174",".73%"
"Native American","19",".10%","13",".23%","32",".13%"
"Asian","56",".31%","13",".23%","69",".29%"
"Data Unavailable","54",".30%","21",".38%","75",".31%"
"TOTAL","18,231","100.00%","5,593","100.00%","23,824","100.00%"
