"PROBATION STATISTICS","","","","","",""
"BY RACE AND SEX","","","","","",""
"","","% OF","","% OF","",""
"","","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE","MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black","10,161","57.61%","2,319","45.88%","12,480","55.00%"
"White","6,973","39.53%","2,603","51.50%","9,576","42.20%"
"Hispanic","164","0.93%","20","0.40%","184","0.81%"
"Native American","23","0.13%","85","0.10%","28","0.12%"
"Asian","43","0.24%","","0.16%","51","0.22%"
"Data Unavailable","274","1.55%","99","1.96%","373","1.64%"
"TOTAL","17,638","100.00%","5,054","100.00%","22,692","100.00%"
