"PROBATION STATISTICS","","","","","",""
"BY RACE AND SEX","","","","","",""
"","","% OF","","% OF","",""
"","","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE","MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black","11,189","58.61%","2,734","49.10%","13,923","56.46%"
"White","7,434","38.94%","2,699","48.47%","10,133","41.09%"
"Hispanic","161","0.84%","22","0.40%","183","0.74%"
"Native American","30","0.16%","6","0.11%","36","0.15%"
"Asian","51","0.27%","12","0.22%","63","0.26%"
"Data Unavailable","226","1.18%","95","1.71%","321","1.30%"
"TOTAL","19,091","100.00%","5,568","100.00%","24,659","100.00%"
