"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","28.80",""
"Homicide/Manslaughter","","28.41",""
"Property","","35.44",""
"Possession of Drugs","","33.38",""
"Robbery","","25.62",""
"Sale of Drugs","","32.89",""
"Sex Offense","","34.41",""
"Violent","","31.01",""
