"Northern County with highest number convictions","Desoto","952"
"Central County with highest number convictions","Hinds","1,469"
"Southern County with highest number convictions","Harrison","1,980"
"Northern County with lowest number convictions","Benton","53"
"Central County with lowest number convictions","Issaquena","4"
"Southern County with lowest number convictions","Kemper","47"
