"","Northern County with highest number convictions","Desoto","1,118"
"","Central County with highest number convictions","Hinds","1,616"
"","Southern County with highest number convictions","Harrison","2,155"
"RECAP","","",""
"","Northern County with lowest number convictions","Benton","44"
"","Central County with lowest number convictions","Issaquena","3"
"","Southern County with lowest number convictions","Greene","49"
