"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Aggravated Assault","","31.30",""
"Burglary","","28.75",""
"Homicide","","28.04",""
"Manslaughter","","29.06",""
"Property","","35.23",""
"Possession of Drugs","","33.51",""
"Robbery","","25.79",""
"Sale of Drugs","","33.26",""
"Sex Offense","","34.67",""
"Violent","","30.46",""
