"Certified Public Manager Program - Employee Training",""
"Certified Public Manager Program Participants","10"
"Basic Supervisory Program Participants","36"
"CPM Levels 1 thru 3 Participants","2"
"CPM Levels 4 thru 6 Participants","8"
"Completed Certified Supervisor Program","0"
"Completed Certified Public Manager Program","3"
