"Certified Public Manager Program - Employee Training",""
"Certified Public Manager Program Participants","30"
"Basic Supervisory Program Participants","0"
"CPM Levels 1 thru 3 Participants","12"
"CPM Levels 4 thru 6 Participants","8"
"Completed Certified Supervisor Program","5"
"Completed Certified Public Manager Program","4"
