"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","17.44",""
"Homicide/Manslaughter","","17.69",""
"Property","","17.15",""
"Possession of Drugs","","17.07",""
"Robbery","","16.42",""
"Sale of Drugs","","17.80",""
"Sex Offense","","16.45",""
"Violent","","16.97",""
