"","","TOTAL","1,707","45.35"
"","","NUMBER","","%"
"","Northern","1,242","","33.00"
"","Central","802","","21.31"
"TOTAL","","","",""
"","Southern","1,707","","45.35"
"","Verification Pending","13","",".35"
"","TOTAL","3,764","","100.00"
