"","Northern County with highest number convictions","Desoto","12"
"","Central County with highest number convictions","Hinds","6"
"","Southern County with highest number convictions","Forrest, Harrison","6"
"RECAP","","",""
"","Northern Counties with lowest number convictions","Includes 14 Counties","0"
"","Central Counties with lowest number convictions","Includes 9 Counties","0"
"","Southern Counties with lowest number convictions","Includes 13 Counties","0"
