"","","","Offenders Age 50 and Over","","",""
"","","","County of Conviction","","",""
"","COUNTY","OFFENDERS","%","COUNTY","OFFENDERS","%"
"","Alcorn","10","4.13","Montgomery","6","2.48"
"","Attala","5","2.07","Panola","6","2.48"
"","Benton","2",".83","Pontotoc","11","4.55"
"","Bolivar","6","2.48","Prentiss","8","3.31"
"","Calhoun","6","2.48","Quitman","0",".00"
"","Carroll","1",".41","Sunflower","2",".83"
"","Chickasaw","3","1.24","Tallahatchie","5","2.07"
"Northern","Choctaw","8","3.31","Tate","5","2.07"
"Counties","","","","","",""
"","Coahoma","4","1.65","Tippah","1",".41"
"","Desoto","31","12.81","Tishomingo","4","1.65"
"","Grenada","7","2.89","Tunica","10","4.13"
"","Itawamba","3","1.24","Union","14","5.79"
"","Lafayette","6","2.48","Washington","5","2.07"
"","Lee","31","12.81","Webster","2",".83"
"","Leflore","6","2.48","Winston","6","2.48"
"","Marshall","9","3.72","Yalobusha","4","1.65"
"","Monroe","15","6.20","TOTAL","242","33.33"
