"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","5.83",""
"Homicide/Manslaughter","","37.35",""
"Property","","3.72",""
"Possession of Drugs","","6.01",""
"Robbery","","16.33",""
"Sale of Drugs","","8.31",""
"Sex Offense","","8.53",""
"Violent","","7.74",""
