"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","53.23",""
"Homicide/Manslaughter","","57.19",""
"Property","","54.31",""
"Possession of Drugs","","53.23",""
"Robbery","","51.65",""
"Sale of Drugs","","53.30",""
"Sex Offense","","57.51",""
"Violent","","53.87",""
