"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","5.84",""
"Homicide/Manslaughter","","29.69",""
"Property","","3.94",""
"Possession of Drugs","","5.62",""
"Robbery","","10.17",""
"Sale of Drugs","","7.96",""
"Sex Offense","","8.64",""
"Violent","","8.06",""
