"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","28.13",""
"Homicide/Manslaughter","","30.92",""
"Property","","35.02",""
"Possession of Drugs","","32.93",""
"Robbery","","26.13",""
"Sale of Drugs","","32.27",""
"Sex Offense","","35.45",""
"Violent","","31.16",""
