"COUNTY","OFFENDERS","%"
"Adams","32","3.99"
"Lincoln","42","5.24"
"Amite","9","1.12"
"Madison","118","14.71"
"Claiborne","3",".37"
"Pike","87","10.85"
"Copiah","41","5.11"
"Rankin","184","22.94"
"Franklin","2",".25"
"Sharkey","4",".50"
"Hinds","190","23.69"
"Walthall","13","1.62"
"Holmes","6",".75"
"Warren","45","5.61"
"Humphreys","3",".37"
"Wilkinson","2",".25"
"Issaquena","0",".00"
"Yazoo","13","1.62"
"Jefferson","8","1.00"
"TOTAL","802","21.31"
