"","","","Sex Offenders","","",""
"","","","County of Conviction","","",""
"","COUNTY","OFFENDERS","%","COUNTY","OFFENDERS","%"
"","Alcorn","9","6.72","Montgomery","2","1.49"
"","Attala","5","3.73","Panola","3","2.24"
"","Benton","2","1.49","Pontotoc","8","5.97"
"","Bolivar","4","2.99","Prentiss","5","3.73"
"","Calhoun","4","2.99","Quitman","1",".75"
"","Carroll","0",".00","Sunflower","3","2.24"
"","Chickasaw","6","4.48","Tallahatchie","2","1.49"
"Northern","Choctaw","1",".75","Tate","0",".00"
"Counties","","","","","",""
"","Coahoma","4","2.99","Tippah","3","2.24"
"","Desoto","18","13.43","Tishomingo","4","2.99"
"","Grenada","3","2.24","Tunica","2","1.49"
"","Itawamba","3","2.24","Union","3","2.24"
"","Lafayette","6","4.48","Washington","7","5.22"
"","Lee","9","6.72","Webster","0",".00"
"","Leflore","4","2.99","Winston","1",".75"
"","Marshall","5","3.73","Yalobusha","3","2.24"
"","Monroe","4","2.99","TOTAL","134","31.53"
