"MALE","","","","",""
"OFFENSES","BLACK","","WHITE  HISPANIC","OTHER","TOTAL"
"Burglary","34","25","0","0","59"
"Homicide/Manslaughter","17","13","0","0","30"
"Property","122","108","2","2","234"
"Possession of Drugs","53","75","4","2","134"
"Robbery","6","4","0","0","10"
"Sale of Drugs","55","20","0","0","75"
"Sex Offense","22","40","1","1","64"
"Violent","22","13","1","0","36"
"TOTAL","331","298","8","5","642"
