"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11512","58.55%","2751","48.84%","14263","56.39%"
"White","7634","38.83%","2748","48.78%","10382","41.05%"
"Hispanic","174","0.89%","22","0.39%","196","0.77%"
"Native American","30","0.15%","5","0.09%","35","0.14%"
"Asian","54","0.27%","12","0.21%","66","0.26%"
"Data Unavailable","257","1.31%","95","1.69%","352","1.39%"
"TOTAL","19661","100.00%","5633","100.00%","25294","100.00%"
