"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7242","60.25%","1901","55.15%","9143","59.12%"
"White","4651","38.70%","1504","43.63%","6155","39.80%"
"Hispanic","48","0.40%","15","0.44%","63","0.41%"
"Native American","25","0.21%","7","0.20%","32","0.21%"
"Asian","36","0.30%","20","0.58%","56","0.36%"
"unknown","17","0.14%","0","0.00%","17","0.11%"
"TOTAL","12019","100.00%","3447","100.00%","15466","100.00%"
