"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16116","60.92%","3701","47.84%","19817","57.96%"
"White","9966","37.67%","3926","50.75%","13892","40.63%"
"Hispanic","172","0.65%","47",".61%","219",".64%"
"Native American","30",".11%","8",".10%","38",".11%"
"Asian","78",".29%","20",".26%","98",".29%"
"unknown","94",".36%","34",".44%","128",".37%"
"TOTAL","26456","100.00%","7736","100.00%","34192","100.00%"
