"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10667","58.65%","2291","41.55%","12958","54.67%"
"White","7246","39.84%","3133","56.82%","10379","43.79%"
"Hispanic","159","0.87%","39",".71%","198",".84%"
"Native American","14",".08%","17",".31%","31",".13%"
"Asian","58",".32%","15",".27%","73",".31%"
"Data Unavailable","43",".24%","19",".34%","62",".26%"
"TOTAL","18187","100.00%","5514","100.00%","23701","100.00%"
