"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7329","59.95%","1924","55.49%","9253","58.97%"
"White","4694","38.40%","1508","43.50%","6202","39.52%"
"Hispanic","42","0.34%","14","0.40%","56","0.36%"
"Native American","27","0.22%","6","0.17%","33","0.21%"
"Asian","35","0.29%","15","0.43%","50","0.32%"
"unknown","98","0.80%","0","0.00%","98","0.62%"
"TOTAL","12225","100.00%","3467","100.00%","15692","100.00%"
