"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11,604","60.77%","2,379","43.02%","13,983","56.79%"
"White","7,250","37.97%","3,072","55.55%","10,322","41.92%"
"Hispanic","144","0.75%","31",".56%","175",".71%"
"Native American","16",".08%","15",".27%","31",".13%"
"Asian","51",".27%","11",".20%","62",".25%"
"Data Unavailable","29",".15%","22",".40%","51",".21%"
"TOTAL","19,094","100.00%","5,530","100.00%","24,624","100.00%"
