"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8730","59.82%","2259","52.45%","10989","57.88%"
"White","5731","39.27%","2002","46.48%","7733","40.73%"
"Hispanic","74","0.51%","15","0.35%","89","0.47%"
"Native American","25","0.17%","7","0.16%","32","0.17%"
"Asian","35","0.24%","24","0.56%","59","0.31%"
"Data Unavailable","0","0.00%","0","0.00%","83","0.44%"
"TOTAL","14595","100.00%","4307","100.00%","18985","100.00%"
