"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","9871","58.91%","2626","50.93%","12497","57.04%"
"White","6555","39.12%","2424","47.01%","8979","40.98%"
"Hispanic","112","0.67%","18","0.35%","130","0.59%"
"Native American","16","0.10%","4","0.08%","20","0.09%"
"Asian","39","0.23%","17","0.33%","56","0.26%"
"Data Unavailabl","162","0.97%","67","1.30%","229","1.05%"
"TOTAL","16755","100.00%","5156","100.00%","21911","100.00%"
