"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7,770","59.86%","2,138","53.53%","9,908","58.19%"
"White","5,087","39.19%","1,805","45.19%","6,892","40.48%"
"Hispanic","65","0.50%","18","0.45%","83","0.49%"
"Native American","28","0.22%","7","0.18%","35","0.21%"
"Asian","31","0.24%","26","0.65%","57","0.33%"
"Data Unavailable","","0.00%","","0.00%","52","0.31%"
"TOTAL","12,981","100.00%","3,994","100.00%","17,027","100.00%"
