"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7106","60.11%","1885","55.41%","8991","59.06%"
"White","4585","38.78%","1477","43.42%","6062","39.82%"
"Hispanic","51","0.43%","14","0.41%","65","0.43%"
"Native American","28","0.24%","7","0.21%","35","0.23%"
"Asian","33","0.28%","19","0.56%","52","0.34%"
"unknown","19","0.16%","0","0.00%","19","0.12%"
"TOTAL","11822","100.00%","3402","100.00%","15224","100.00%"
