"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13768","59.43%","3283","47.76%","17051","56.76%"
"White","9024","38.95%","3496","50.86%","12520","41.67%"
"Hispanic","165",".71%","29",".42%","194",".65%"
"Native American","23",".10%","5",".07%","28",".09%"
"Asian","81",".35%","18",".26%","99",".33%"
"Data Unavailable","107",".46%","43",".63%","150",".50%"
"TOTAL","23168","100.00%","6874","100.00%","30042","100.00%"
