"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11324","59.34%","2683","48.08%","14007","56.79%"
"White","7382","38.68%","2800","50.18%","10182","41.28%"
"Hispanic","136","0.71%","18","0.32%","154","0.62%"
"Native American","23","0.12%","4","0.07%","27","0.11%"
"Asian","51","0.27%","74","0.13%","58","0.24%"
"Data Unavailable","168","0.88%","68","1.22%","236","0.96%"
"TOTAL","19084","100.00%","5580","100.00%","24664","100.00%"
