"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12511","60.95%","2610","44.06%","15121","57.17%"
"White","7759","37.80%","3231","54.54%","10990","41.55%"
"Hispanic","148","0.72%","36",".61%","184",".70%"
"Native American","19",".09%","11",".19%","30",".11%"
"Asian","56",".27%","11",".19%","67",".25%"
"Data Unavailable","34",".17%","25",".42%","59",".22%"
"TOTAL","20527","100.00%","5924","100.00%","26451","100.00%"
