"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10750","58.73%","2520","46.80%","13270","56.02%"
"White","7097","38.77%","2748","51.03%","9845","41.56%"
"Hispanic","154","0.84%","22","0.41%","176","0.74%"
"Native American","24","0.13%","2","0.04%","26","0.11%"
"Asian","50","0.27%","8","0.15%","58","0.24%"
"Data Unavailable","229","1.25%","85","1.58%","314","1.33%"
"TOTAL","18304","100.00%","5385","100.00%","23689","100.00%"
