"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14400","60.43%","3398","47.95%","17798","57.57%"
"White","9068","38.06%","3589","50.65%","12657","40.94%"
"Hispanic","168",".71%","38",".54%","206",".67%"
"Native American","26",".11%","6",".08%","32",".10%"
"Asian","72",".30%","19",".27%","91",".29%"
"unknown","94",".39%","36",".51%","130",".42%"
"TOTAL","23828","100.00%","7086","100.00%","30914","100.00%"
