"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10918","59.18%","2289","41.84%","13207","55.21%"
"White","7271","39.41%","3098","56.63%","10369","43.35%"
"Hispanic","149","0.81%","34",".62%","183",".77%"
"Native American","13",".07%","16",".29%","29",".12%"
"Asian","63",".34%","14",".26%","77",".32%"
"Data Unavailable","35",".19%","20",".37%","55",".23%"
"TOTAL","18449","100.00%","5471","100.00%","23920","100.00%"
