"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11344","60.44%","2313","42.00%","13657","56.26%"
"White","7179","38.25%","3108","56.44%","10287","42.38%"
"Hispanic","143","0.76%","34",".62%","177",".73%"
"Native American","15",".08%","17",".31%","32",".13%"
"Asian","57",".30%","13",".24%","70",".29%"
"unknown","30",".16%","22",".40%","52",".21%"
"TOTAL","18768","100.00%","5507","100.00%","24275","100.00%"
