"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11267","58.59%","2756","49.18%","14023","56.47%"
"White","7485","38.92%","2712","48.39%","10197","41.06%"
"Hispanic","170","0.88%","21","0.37%","191","0.77%"
"Native American","30","0.16%","6","0.11%","36","0.14%"
"Asian","53","0.28%","13","0.23%","66","0.27%"
"Data Unavailable","225","1.17%","96","1.71%","321","1.29%"
"TOTAL","19230","100.00%","5604","100.00%","24834","100.00%"
