"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15918","60.82%","3519","46.52%","19437","57.62%"
"White","9855","37.66%","3926","51.90%","13781","40.85%"
"Hispanic","206","0.79%","54",".71%","260",".77%"
"Native American","27",".10%","13",".17%","40",".12%"
"Asian","82",".31%","17",".22%","99",".29%"
"unknown","83",".32%","35",".46%","118",".35%"
"TOTAL","26171","100.00%","7564","100.00%","33735","100.00%"
