"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11123","59.52%","2316","41.84%","13439","55.48%"
"White","7308","39.11%","3138","56.68%","10446","43.12%"
"Hispanic","148","0.79%","34",".61%","182",".75%"
"Native American","13",".07%","15",".27%","28",".12%"
"Asian","66",".35%","13",".23%","79",".33%"
"unknown","29",".16%","20",".36%","49",".20%"
"TOTAL","18687","100.00%","5536","100.00%","24223","100.00%"
