"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12415","59.86%","3026","48.25%","15441","57.16%"
"White","7988","38.51%","3152","50.26%","11140","41.24%"
"Hispanic","137",".66%","24",".38%","161",".60%"
"Native American","18",".09%","8",".13%","26",".10%"
"Asian","61",".29%","14",".22%","75",".28%"
"Data Unavailable","122",".59%","48",".77%","170",".63%"
"TOTAL","20741","100.00%","6272","100.00%","27013","100.00%"
