"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16493","60.46%","3746","47.06%","20239","57.43%"
"White","10399","38.12%","4095","51.44%","14494","41.13%"
"Hispanic","181","0.66%","53",".67%","234",".66%"
"Native American","30",".11%","10",".13%","40",".11%"
"Asian","84",".31%","23",".29%","107",".30%"
"Data Unavailable","94",".34%","33",".41%","127",".36%"
"TOTAL","27281","100.00%","7960","100.00%","35241","100.00%"
