"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13357","59.69%","3190","47.39%","16547","56.85%"
"White","8695","38.86%","3458","51.37%","12153","41.75%"
"Hispanic","151",".67%","29",".43%","180",".62%"
"Native American","24",".11%","9",".13%","33",".11%"
"Asian","71",".32%","16",".24%","87",".30%"
"Data Unavailable","78",".35%","30",".45%","108",".37%"
"TOTAL","22376","100.00%","6732","100.00%","29108","100.00%"
