"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10330","57.80%","2341","45.97%","12671","55.18%"
"White","7043","39.41%","2619","51.43%","9662","42.07%"
"Hispanic","168","0.94%","19","0.37%","187","0.81%"
"Native American","23","0.13%","96","0.12%","29","0.13%"
"Asian","47","0.26%","9","0.18%","56","0.24%"
"unknown","262","1.47%","98","1.92%","360","1.57%"
"TOTAL","17873","100.00%","5092","100.00%","22965","100.00%"
