"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13751","59.65%","3280","47.80%","17031","56.93%"
"White","8925","38.72%","3488","50.83%","12413","41.49%"
"Hispanic","164",".71%","30",".44%","194",".65%"
"Native American","26",".11%","6",".09%","32",".11%"
"Asian","77",".33%","18",".26%","95",".32%"
"unknown","110",".48%","40",".58%","150",".50%"
"TOTAL","23053","100.00%","6862","100.00%","29915","100.00%"
