"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13523","59.65%","3217","47.27%","16740","56.79%"
"White","8809","38.86%","3506","51.51%","12315","41.78%"
"Hispanic","154",".68%","30",".44%","184",".62%"
"Native American","22",".10%","6",".09%","28",".09%"
"Asian","78",".34%","16",".24%","94",".32%"
"Data Unavailable","83",".37%","31",".46%","114",".39%"
"TOTAL","22669","100.00%","6806","100.00%","29475","100.00%"
