"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14486","60.75%","3382","48.08%","17868","57.86%"
"White","9006","37.77%","3555","50.54%","12561","40.68%"
"Hispanic","163",".68%","39",".55%","202",".65%"
"Native American","27",".11%","6",".09%","33",".11%"
"Asian","70",".29%","18",".26%","88",".28%"
"unknown","95",".40%","34",".48%","129",".42%"
"TOTAL","23847","100.00%","7034","100.00%","30881","100.00%"
