"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","9230","58.81%","2520","51.14%","11750","56.98%"
"White","6203","39.52%","2308","46.83%","8511","41.27%"
"Hispanic","97","0.62%","14","0.28%","111","0.54%"
"Native American","18","0.11%","3","0.06%","21","0.10%"
"Asian","39","0.25%","16","0.32%","55","0.27%"
"unknown","107","0.68%","67","1.36%","174","0.84%"
"TOTAL","15694","100.00%","4928","100.00%","20622","100.00%"
