"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16550","60.36%","3765","46.90%","20315","57.31%"
"White","10470","38.19%","4144","51.62%","14614","41.23%"
"Hispanic","190","0.69%","53",".66%","243",".69%"
"Native American","30",".11%","10",".12%","40",".11%"
"Asian","84",".31%","23",".29%","107",".30%"
"Data Unavailable","94",".34%","33",".41%","127",".36%"
"TOTAL","27418","100.00%","8028","100.00%","35446","100.00%"
